loss,mse,val_loss,val_mse
16.081998825073242,1.6056326627731323,15.842059135437012,1.376600980758667
15.614429473876953,1.1604888439178467,15.587955474853516,1.1458911895751953
15.419933319091797,0.9902476072311401,15.480899810791016,1.0639021396636963
15.293638229370117,0.8897317051887512,15.399888038635254,1.0093257427215576
15.198351860046387,0.8214876055717468,15.347880363464355,0.9849278926849365
15.117549896240234,0.7688239812850952,15.298481941223145,0.9641854763031006
15.043676376342773,0.7239528894424438,15.23375129699707,0.9287557601928711
14.975564956665039,0.6854904890060425,15.185955047607422,0.9109129905700684
14.910393714904785,0.6505285501480103,15.152070999145508,0.907530665397644
14.848121643066406,0.619066596031189,15.105879783630371,0.8924158215522766
14.789048194885254,0.5912337303161621,15.057635307312012,0.8756329417228699
14.732437133789062,0.5664240121841431,15.026313781738281,0.8763264417648315
14.677364349365234,0.5433882474899292,14.981816291809082,0.8639715909957886
14.622845649719238,0.521182656288147,14.940093040466309,0.8547277450561523
14.570310592651367,0.501271665096283,14.904397010803223,0.8517502546310425
14.519389152526855,0.48311081528663635,14.874360084533691,0.854536235332489
14.469453811645508,0.4661650061607361,14.826925277709961,0.8402523398399353
14.419280052185059,0.44923388957977295,14.792352676391602,0.839042067527771
14.370615005493164,0.4340437054634094,14.764298439025879,0.8445597887039185
14.323086738586426,0.42014384269714355,14.718389511108398,0.8322903513908386
