loss,mse,val_loss,val_mse
233.77713012695312,1.4491773843765259,231.82460021972656,1.2181010246276855
229.88624572753906,1.0808857679367065,228.02639770507812,1.0501317977905273
226.04869079589844,0.9296175241470337,224.1909942626953,0.9506409168243408
222.17535400390625,0.8369401097297668,220.32122802734375,0.8989582657814026
218.2686309814453,0.7729155421257019,216.42056274414062,0.8622896075248718
214.34762573242188,0.7211323976516724,212.52127075195312,0.8344746232032776
210.43003845214844,0.6820419430732727,208.6194610595703,0.8119716644287109
206.53216552734375,0.6494930982589722,204.74937438964844,0.7930495142936707
202.67459106445312,0.6220228672027588,200.93077087402344,0.7789523601531982
198.87489318847656,0.5976418852806091,197.17613220214844,0.7712541818618774
195.1320037841797,0.5762445330619812,193.47088623046875,0.757626473903656
191.46165466308594,0.5574265718460083,189.8508758544922,0.7473376393318176
187.8709716796875,0.5419726967811584,186.29827880859375,0.7373374104499817
184.34469604492188,0.5272505879402161,182.81568908691406,0.7326507568359375
180.89715576171875,0.5139809250831604,179.41395568847656,0.723572850227356
177.5356903076172,0.5011333227157593,176.1051788330078,0.7182194590568542
174.25531005859375,0.4898240566253662,172.86512756347656,0.7093459963798523
171.06455993652344,0.4794853925704956,169.72401428222656,0.7029801607131958
167.95545959472656,0.47030332684516907,166.6582489013672,0.6979867219924927
164.9271240234375,0.4616139829158783,163.67149353027344,0.6911891102790833
161.98439025878906,0.4533829092979431,160.77490234375,0.6865417957305908
159.1226806640625,0.44584789872169495,157.95639038085938,0.6839655637741089
156.33358764648438,0.4387969970703125,155.204833984375,0.6767787337303162
153.6236572265625,0.43261203169822693,152.53663635253906,0.6741153597831726
150.9906005859375,0.4261864125728607,149.9466094970703,0.6707200407981873
