loss,mse,val_loss,val_mse
51.77958679199219,1.001916527748108,50.151920318603516,0.7831252813339233
48.47890853881836,0.5827783346176147,47.098392486572266,0.701238214969635
45.282039642333984,0.4210437834262848,44.045841217041016,0.7404030561447144
42.08415222167969,0.34085193276405334,40.81846618652344,0.6414645910263062
38.9013786315918,0.27460840344429016,37.77361297607422,0.6900908350944519
35.81155014038086,0.23314374685287476,34.76393127441406,0.6742198467254639
32.851985931396484,0.20328380167484283,31.907550811767578,0.6789311766624451
30.062528610229492,0.18000012636184692,29.2114200592041,0.6430479884147644
27.477924346923828,0.15866242349147797,26.714632034301758,0.6141507029533386
25.11252212524414,0.15202081203460693,24.51679229736328,0.6619147062301636
22.95722198486328,0.13819357752799988,22.48076820373535,0.6672325730323792
20.994731903076172,0.12571614980697632,20.568050384521484,0.6177670955657959
19.215408325195312,0.12371300905942917,18.869564056396484,0.6040782928466797
17.615633010864258,0.11629973351955414,17.41738510131836,0.6602570414543152
16.159893035888672,0.1046864315867424,15.9719877243042,0.597744345664978
14.856096267700195,0.11334778368473053,14.757720947265625,0.6173154711723328
13.689223289489746,0.1012376993894577,13.646824836730957,0.5982629060745239
12.65442180633545,0.10793998092412949,12.71182918548584,0.6475702524185181
11.715957641601562,0.10165704786777496,11.822782516479492,0.6467820405960083
10.861454010009766,0.09520047158002853,10.979106903076172,0.6133363842964172
